"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",111.413152097861,26.7836832095458,36.4396746826334,33.7094146313033,44.3608474253553,18.6646493566543,67.1260122798865,9.93418647390699,32.6632358021816,37.9273506256277,51.442431805307,49.3222660836462,0.00748307150275048
"2",42.5732649281304,28.5173393196729,44.6346227445204,62.5522909728207,37.3467662174822,16.4674880270067,43.0922613133536,19.4103945365354,35.6030680011269,34.6248732417845,44.7873447564003,41.5952293557148,0.00702042516485599
"3",35.2437295739605,31.9657739346715,30.7124206153848,75.4638826530903,37.48389603818,21.3189492377867,76.7653872019972,15.5215549461695,24.0596740797482,23.9056115227285,33.7286575742576,38.3671613603261,0.00703383594540641
"4",53.9734409302304,26.9352868294551,46.1176456851332,42.4825285172514,45.6346897927006,20.6869141411187,95.1428872258044,10.6891811313398,20.7395994676911,35.185534724561,29.441950214062,32.1829659776205,0.0074235029991266
"5",44.3042484800097,26.7493948064757,39.8873504273557,58.1130622370245,38.5521512754642,22.2294621706021,42.933306145823,13.2453235712667,40.1873078027321,41.3298347798939,53.2695515897291,77.0610819208384,0.00714929190631341
"6",38.1331460483088,34.598905275074,44.6539540890791,70.4817360712622,60.3670749191915,15.315466807036,55.0035695143426,30.0367265682995,67.5099899132384,34.8112676100083,37.5663677884304,52.1111273300027,0.00735600780107062
"7",28.9191288461824,32.7682656614507,38.7335696279934,74.555229505193,34.4768354781261,25.3934464592306,103.336865701279,11.0631541977892,23.300561560744,32.1727975138761,45.2940631781515,45.1243622819527,0.00761231045052594
"8",62.3397162051515,38.3995463541454,29.3085066499025,68.2785419174422,30.7796259923442,16.9156922011722,83.8095076696011,18.4766903870922,13.2857362215126,38.6493827153721,45.2757129814319,84.22332591992,0.00751643547348036
"9",30.9009786396235,43.0037047003754,29.5641479434711,59.6145654035908,50.9546145940124,16.662771475715,60.9092074542005,18.2601953330658,25.3096420321277,29.1316595257558,44.6942975244694,60.6907264465678,0.00700695014483605
"10",63.9846218598854,27.3450748730842,48.7596697247103,53.0398988597505,49.2094036041177,18.7176657464409,57.4913944669885,18.1502651367564,26.1555535216016,52.7161642882943,56.2347145121831,35.5473508528384,0.00755763557866242
"11",64.7037823226377,41.3275279450986,39.1864714983576,87.123904116319,26.086911490905,20.8145435569124,73.0765108373434,15.6793473758037,29.3090906205892,28.2017708736003,35.8395397806012,34.0976658787428,0.00745817226055836
"12",50.9539397277265,40.8096898786486,77.0087279683254,65.5802427370919,49.4701986649413,14.6695671700179,62.2414977137937,40.4190044221357,24.7918410072107,30.8310494321095,29.5901515402829,62.4940506934444,0.00768239456610415
"13",50.1580122615125,27.9116892425467,37.1835013986805,77.7684648475865,56.9529515976434,19.2303226772011,76.9806206795284,20.9628612470721,22.817767232662,29.5639819736834,33.0083871372705,60.7425618415062,0.00741577016178471
"14",52.3428097794425,36.5885188944937,48.6222934057384,53.7566295833906,58.5351868543471,20.5547083258648,87.2143020591496,18.6232884908274,25.7004901894886,31.748954045813,40.17532679579,45.7042499154897,0.00755036119521055
"15",53.6566024996845,36.9575601507387,72.3048086742065,50.6146509147102,49.7210733975945,22.7058254920304,64.2129474396191,22.8281689161167,34.3492364514682,25.5398505624198,29.8802709390959,48.8277913675257,0.00770486294060747
"16",51.1031686577318,26.451715483117,38.7515666381106,98.6629313243419,66.9389241783883,24.0023342524598,74.0278276963978,110.797422977789,26.7077390413385,41.0927493555561,42.0239905273791,27.048744666456,0.00758413870217286
"17",44.265250653894,33.3858813974781,32.5234324328288,57.945897050204,66.2499106145738,23.6255716881013,67.6827379215232,52.3127732873796,24.2131060162549,30.8435245048517,51.2741096618306,59.4759125424425,0.0071950550111045
"18",33.6705309754732,47.7918595930206,49.968836622131,63.5116746415644,48.2106257795173,22.0279660897256,57.638937271886,23.6189865496827,38.955870929812,27.8767872718329,26.814642218293,53.5836899588022,0.00730753843607661
"19",43.9960450629389,44.1826996694537,35.1968521711224,46.8876541978777,49.9190852798888,24.6216951660804,106.151751644246,16.6540103540521,27.8818534887631,28.4315345436548,90.5187776690995,60.5292570171317,0.0078167979612408
"20",43.0707867820575,31.6335565750841,40.7938545109293,53.7842757043577,63.4592430667193,34.6533844161558,51.9049832149302,14.0075369707905,36.4242587104483,24.6213632640158,54.6583975741835,45.5214017740094,0.00687020987533725
"21",61.0580605159757,23.1600733970677,33.9587952844598,60.7292705554235,55.9538628404244,22.425573430675,53.2461116055855,14.439056438183,59.5550466899716,40.8191488650807,45.6830358010765,67.58226260353,0.00721009379104712
"22",39.3053448248543,27.6138452616913,17.6954922721945,48.1578286265651,37.6628998362825,16.8981142784892,95.6683773431209,15.0171515723073,22.9078019114367,31.6988801193899,42.7232414426836,73.4629548380968,0.00709011980814024
